simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,modelbased.NA,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,dcomp.f1,dcomp.f1v,dcomp.f2,dcomp.f3,dcomp.f4,dcomp.l1,dcomp.l2,dcomp.l3,dcomp.n1,dcomp.n2,dcomp.n3,dcomp.n4,dcomp.t1,dcomp.t2,cnet.edges,cnet.degree,cnet.density,cnet.maxComp,cnet.closeness,cnet.betweenness,cnet.clsCoef,cnet.hubs,cnet.avgPath,Class
2,37,37,0,1077,0.034355000000000004,1.0,0.0,2,2.0,2.0,0.0,2,0.12442,0.8755799999999999,0.5,0.531151,5.700726,5.700726,90.68076500000001,90.68076500000001,0.39994,0.472092,1.0,0.375639,0.541933,0.607104,0.17363199999999998,0.375639,0.009756,38.503155,61.228376000000004,12.0,13.0,0.324324,0.011142,0.076923,2,4,3.0,1.069045,3,9.0,6.2307690000000004,2.488435,0,4,0.324324,0.818333,0.318477,0.8755799999999999,0.8755799999999999,0.8755799999999999,0.0,0.8755799999999999,0.8755799999999999,0.849582,0.473,1.8840000000000001,0.0,0.228,0.455,0.249,0.124,0.5,0.237,0.5920000000000001,0.15,0.36,0.9990000000000001,29.108,83195,154.493965,0.143582,943,6e-06,1306.082637,0.259783,0.7818189999999999,4.123266,Tuning
2,6,1,5,120,0.05,0.166667,0.833333,2,2.0,2.0,0.0,12,0.416667,0.583333,0.5,0.117851,1.2333049999999999,0.749793,3.758493,2.01105,0.506774,0.9610770000000001,1.0,0.679193,0.9798690000000001,0.736995,0.8613629999999999,1.104283,0.17489200000000002,3.88349,3.2139900000000003,2.0,3.0,0.333333,0.016666999999999998,0.333333,2,2,2.0,0.0,2,3.0,2.666667,0.57735,0,1,0.333333,0.5163979999999999,0.958333,0.583333,0.916667,0.734722,0.142441,0.583333,0.583333,1.0,2.276,13.794,0.0,0.465,0.818,0.262,0.0,0.005,0.02,0.015,0.0,0.0,1.0,16.5,1094,18.233333,0.153221,60,0.000123,35.575,0.24348899999999998,0.782241,2.30113,Defaults
2,7,7,0,106,0.066038,1.0,0.0,2,2.0,2.0,0.0,2,0.198113,0.801887,0.5,0.426932,1.180186,1.180186,5.230625,5.230625,0.452904,0.613146,1.0,0.497776,0.718138,1.05518,0.458259,0.497776,0.10848800000000001,4.588316000000001,8.726268,4.0,5.0,0.571429,0.037736,0.2,2,2,2.0,0.0,2,5.0,3.8,1.3038399999999999,0,1,0.571429,0.534522,0.858491,0.801887,0.886792,0.8517520000000001,0.034325,0.801887,0.867925,0.801887,0.852,1.093,0.045,0.292,0.755,0.418,0.198,0.5,0.292,0.639,0.198,0.18899999999999997,0.972,15.142999999999999,864,16.301887,0.155256,85,0.00035499999999999996,39.886792,0.37943000000000005,0.561833,2.136415,Defaults
10,7,7,0,4891,0.001431,1.0,0.0,10,10.0,10.0,0.0,10,0.060519,0.143324,0.1,0.027302999999999997,0.593622,0.593622,2.770189,2.770189,0.338574,0.662662,0.47721899999999995,2.267849,0.984914,2.123806,0.499896,2.267849,0.158588,14.300239000000001,12.391955000000001,12.0,13.0,1.714286,0.0024530000000000003,0.076923,2,6,3.428571,1.902379,2,8.0,5.692308000000001,1.6012819999999999,0,4,1.714286,1.704336,0.278675,0.143324,0.19075899999999998,0.170371,0.020998,0.143324,0.175479,0.5526479999999999,0.365,0.4094,3.508,0.469,1.79,0.2005,0.1001,0.5,0.6,0.6659999999999999,0.452,0.63,0.9940000000000001,698.7139999999999,1664132,325.725582,0.031881,1416,0.0,468.48590700000005,0.057224000000000004,0.707328,2.0106990000000002,Tuning
2,4,4,0,1372,0.002915,1.0,0.0,2,2.0,2.0,0.0,2,0.44460600000000006,0.5553939999999999,0.5,0.078338,0.64085,0.64085,2.843861,2.843861,0.44638900000000004,0.929974,1.0,0.686998,0.9911280000000001,2.103905,0.582651,0.686998,0.153973,4.461802,12.6641,9.0,10.0,2.25,0.00656,0.1,2,6,3.0,1.6733200000000001,3,7.0,4.8,1.398412,1,4,2.25,1.5,0.841108,0.5553939999999999,0.853499,0.6853130000000001,0.127796,0.5553939999999999,0.853499,0.998542,2.259,0.838,0.156,0.33899999999999997,0.647,0.4,0.054000000000000006,0.052000000000000005,0.004,0.11,0.001,0.067,0.731,343.0,143714,209.495627,0.152805,762,1e-06,413.344752,0.21389299999999997,0.733529,2.204935,Tuning
2,5,0,5,100,0.05,0.0,1.0,2,5.0,2.833333,1.1690450000000001,17,0.32,0.68,0.5,0.254558,0.0,1.7157380000000002,3.0,6.677650999999999,0.399556,0.5578489999999999,1.0,0.626869,0.904381,0.894711,0.834218,1.487517,0.034063,18.403046,25.266083,3.0,4.0,0.6,0.03,0.25,2,2,2.0,0.0,2,4.0,3.25,0.957427,0,1,0.6,0.547723,0.77,0.68,0.74,0.706,0.027927999999999998,0.68,0.7,0.78,0.41200000000000003,0.425,1.0,0.0,0.0,0.825,0.415,0.5,0.634,1.24,0.46299999999999997,0.402,1.0,8.2,0,0.0,0.0,1,0.000101,0.0,1.0,0.745433,0.0,Defaults
2,4,4,0,748,0.0053479999999999995,1.0,0.0,2,2.0,2.0,0.0,2,0.23796799999999999,0.7620319999999999,0.5,0.370569,2.040092,2.040092,10.227575,10.227575,0.472525,0.359244,1.0,0.548726,0.7916449999999999,1.2169290000000001,0.369232,0.548726,0.026031,21.079797,45.749399,8.0,9.0,2.0,0.010695,0.11111099999999999,2,4,2.666667,1.0327959999999998,2,7.0,5.222222,1.7159380000000002,0,4,2.0,1.8257419999999998,0.751337,0.7620319999999999,0.7620319999999999,0.7620319999999999,0.0,0.7620319999999999,0.7620319999999999,0.715241,0.29,0.7709999999999999,0.271,0.009000000000000001,0.013000000000000001,0.47700000000000004,0.23800000000000002,0.5,0.43,0.606,0.33,0.423,0.985,187.0,32447,86.75668399999999,0.11614000000000001,570,6e-06,629.425134,0.161769,0.792492,3.7519190000000004,Tuning
6,9,9,0,106,0.084906,1.0,0.0,6,6.0,6.0,0.0,6,0.132075,0.20754699999999998,0.166667,0.030811,0.42475799999999997,0.42475799999999997,2.241524,2.241524,0.231231,0.702341,0.49425699999999995,1.7776509999999999,0.9921260000000001,1.385337,0.601644,1.7776509999999999,0.15329700000000002,11.596143,8.036964,6.0,7.0,0.666667,0.056603999999999995,0.14285699999999998,2,6,4.0,2.0,3,4.0,3.857143,0.37796399999999997,0,2,0.666667,0.7071069999999999,0.632075,0.245283,0.386792,0.301887,0.046217,0.301887,0.27358499999999997,0.311321,0.397,0.567667,2.0980000000000003,0.667,0.981,0.334167,0.166667,0.5,0.8190000000000001,1.136,0.695,0.28600000000000003,1.0,11.667,254,4.792453,0.045642,22,0.000105,7.688679,0.10037,0.52145,1.9004330000000003,Defaults
10,35,35,0,2126,0.016463,1.0,0.0,10,10.0,10.0,0.0,10,0.024929,0.27234200000000003,0.1,0.08207300000000001,1.4781549999999999,1.4781549999999999,9.884095,9.884095,0.21509699999999998,1.0,0.11111099999999999,2.0193849999999998,0.877008,1.2072180000000001,0.315312,2.0193849999999998,0.24865500000000001,8.121226,3.8549900000000004,9.0,10.0,0.257143,0.004233,0.1,2,2,2.0,0.0,2,10.0,6.4,2.875181,0,1,0.257143,0.44343999999999995,0.988711,0.27234200000000003,0.452963,0.32454,0.055773,0.27234200000000003,0.340075,1.0,1.815,8.9538,0.001,0.9570000000000001,0.9570000000000001,0.0004980000000000001,0.0,0.0,0.008,0.168,0.0,0.0,0.845,60.743,250324,235.48824100000002,0.110818,1655,1e-06,1375.98777,0.190914,0.756429,3.048691,Tuning
9,856,856,0,1080,0.792593,1.0,0.0,9,9.0,9.0,0.0,9,0.11111099999999999,0.11111099999999999,0.11111099999999999,0.0,7.9322919999999995,7.9322919999999995,75.30820600000001,75.30820600000001,0.054548,0.9952479999999999,0.130186,2.197225,1.0,0.035551,0.010167,2.197225,0.011369,193.26791,2.127023,15.0,16.0,0.017523,0.013888999999999999,0.0625,2,4,2.142857,0.534522,2,15.0,9.125,4.272002,0,1,0.017523,0.13128800000000002,0.185185,0.11111099999999999,0.205556,0.114264,0.011249,0.11111099999999999,0.121296,0.8611110000000001,2.944,180.111556,0.0,0.317,1.099,0.160222,0.062444000000000006,0.272778,0.209,0.768,0.142,0.061,1.0,1.262,38379,71.072222,0.06586900000000001,120,1e-06,23.989815,0.09055099999999999,0.753552,1.220308,Tuning
2,9,9,0,100,0.09,1.0,0.0,2,2.0,2.0,0.0,2,0.12,0.88,0.5,0.537401,0.641454,0.641454,2.75136,2.75136,0.194426,0.344723,1.0,0.366925,0.529361,0.8630399999999999,0.374813,0.366925,0.014072,26.073973000000002,60.328256999999994,3.0,4.0,0.333333,0.03,0.25,2,2,2.0,0.0,2,4.0,3.25,0.957427,0,1,0.333333,0.5,0.87,0.88,0.88,0.88,0.0,0.88,0.88,0.84,0.19399999999999998,0.77,0.384,0.02,0.05,0.24,0.12,0.5,0.27,0.5770000000000001,0.17,0.375,0.98,11.110999999999999,722,14.44,0.145859,88,0.000644,46.97,0.45514899999999997,0.525339,2.225967,Tuning
6,51,51,0,5636,0.009049,1.0,0.0,6,6.0,6.0,0.0,6,0.08002100000000001,0.41199399999999997,0.166667,0.12481700000000001,4.123905000000001,4.123905000000001,49.889010999999996,49.889010999999996,0.25605900000000004,0.443804,0.456559,1.601071,0.893575,1.140462,0.26414899999999997,1.601071,0.03572,44.822517,30.927605,6.0,7.0,0.117647,0.001065,0.14285699999999998,2,4,2.4,0.8944270000000001,2,6.0,4.428571,1.397276,0,1,0.117647,0.325396,0.17849500000000001,0.41199399999999997,0.427608,0.412854,0.003476,0.41199399999999997,0.41344899999999996,0.559439,0.08199999999999999,0.428667,9.9e-05,0.036000000000000004,0.415,0.3335,0.166667,0.5,0.637,0.917,0.46299999999999997,0.75,0.998,110.51,1078383,352.52795,0.057630999999999995,2554,0.0,703.266754,0.126611,0.708,1.942496,Tuning
2,100,100,0,1212,0.082508,1.0,0.0,2,2.0,2.0,0.0,2,0.5,0.5,0.5,0.0,3.008036,3.008036,12.615729,12.615729,0.992225,0.421947,1.0,0.6931470000000001,1.0,0.81382,0.2289,0.6931470000000001,0.005215999999999999,132.88146899999998,155.015375,3.0,4.0,0.03,0.002475,0.25,2,2,2.0,0.0,2,4.0,3.25,0.957427,0,1,0.03,0.17144700000000002,0.510726,0.5346529999999999,0.542079,0.5385479999999999,0.001582,0.541254,0.539604,0.6006600000000001,0.003,0.0,0.001,0.006999999999999999,0.705,0.986,0.498,0.499,0.5539999999999999,0.951,0.39899999999999997,0.457,1.0,12.12,74160,122.37623799999999,0.10105399999999999,606,1e-06,818.235149,0.200553,0.77248,3.706407,Tuning
2,10,9,1,583,0.017153,0.9,0.1,2,2.0,2.0,0.0,4,0.28644899999999995,0.713551,0.5,0.302006,2.6744830000000004,2.518022,20.318655,18.515442,0.198598,0.34665,1.0,0.598942,0.8640899999999999,0.940207,0.358468,0.654127,0.018591999999999997,32.215810999999995,49.571757,19.0,20.0,1.9,0.03259,0.05,2,6,3.8,1.135292,2,11.0,7.75,2.788605,0,6,1.9,2.0248459999999997,0.555746,0.713551,0.713551,0.713551,0.0,0.713551,0.713551,0.6552319999999999,0.222,0.436,1.9e-05,0.111,0.228,0.573,0.28600000000000003,0.5,0.496,0.7,0.345,0.38,0.998,58.3,22544,77.337907,0.132883,416,8e-06,208.358491,0.297297,0.657358,2.220239,Tuning
2,310,310,0,126,2.460317,1.0,0.0,2,2.0,2.0,0.0,2,0.333333,0.666667,0.5,0.235702,2.5919950000000003,2.5919950000000003,15.644969,15.644969,0.294537,1.0,1.0,0.636514,0.9182959999999999,0.7400770000000001,0.308636,0.636514,0.031294999999999996,20.339451999999998,22.648734,2.0,3.0,0.006451999999999999,0.015872999999999998,0.333333,2,2,2.0,0.0,2,3.0,2.666667,0.57735,0,1,0.006451999999999999,0.080192,0.531746,0.666667,0.8174600000000001,0.6894779999999999,0.03934,0.666667,0.666667,0.7539680000000001,0.9590000000000001,77.979,0.0,0.302,0.9840000000000001,0.56,0.11900000000000001,0.115,0.373,0.887,0.24600000000000002,0.055999999999999994,1.0,0.41,784,12.444444,0.09955599999999999,84,0.000147,101.484127,0.184319,0.756645,4.12249,Tuning
2,72,72,0,2526,0.028504,1.0,0.0,2,2.0,2.0,0.0,2,0.063341,0.936659,0.5,0.617529,0.7167899999999999,0.7167899999999999,4.447025,4.447025,0.326277,0.42073699999999997,1.0,0.236064,0.340568,2.078224,0.5312399999999999,0.236064,0.018969,12.444653,108.558406,31.0,32.0,0.43055600000000005,0.012272,0.03125,2,14,6.888889,4.702245,2,10.0,7.5625,1.721543,0,3,0.43055600000000005,0.747322,0.686461,0.936659,0.938638,0.936686,0.000233,0.936659,0.936725,0.921219,0.8079999999999999,2.194,0.0,0.256,0.7190000000000001,0.132,0.063,0.5,0.12,0.6729999999999999,0.079,0.242,1.0,35.083,566509,447.126283,0.17652,2374,2e-06,1318.3287289999998,0.44465600000000005,0.6107319999999999,2.181126,Tuning
2,22,22,0,195,0.112821,1.0,0.0,2,2.0,2.0,0.0,2,0.24615399999999998,0.753846,0.5,0.358993,1.414976,1.414976,6.6234720000000005,6.6234720000000005,0.443076,0.7019569999999999,1.0,0.55807,0.805125,1.0076829999999999,0.381834,0.55807,0.081545,6.843700999999999,11.357375,4.0,5.0,0.181818,0.020513,0.2,2,4,2.666667,1.154701,3,4.0,3.4,0.547723,0,1,0.181818,0.394771,0.697436,0.753846,0.866667,0.787646,0.039396,0.753846,0.866667,0.964103,1.517,3.641,0.0,0.359,0.99,0.555,0.24600000000000002,0.5,0.133,0.469,0.036000000000000004,0.192,1.0,8.863999999999999,2495,25.589744,0.131906,147,8.6e-05,101.092308,0.261527,0.715863,2.5357380000000003,Tuning
2,5,5,0,5404,0.000925,1.0,0.0,2,2.0,2.0,0.0,2,0.293486,0.7065140000000001,0.5,0.292054,0.81705,0.81705,3.709803,3.709803,0.153697,0.49779399999999996,1.0,0.605244,0.873182,2.2471520000000003,0.5221,0.605244,0.092708,6.528499,23.239042,15.0,16.0,3.0,0.0027760000000000003,0.0625,2,8,5.0,2.097618,3,7.0,5.6875,1.352467,2,5,3.0,1.224745,0.761658,0.7065140000000001,0.754626,0.722761,0.022869999999999998,0.7065140000000001,0.7065140000000001,0.907661,0.27,0.174,0.271,0.122,0.135,0.667,0.257,0.34600000000000003,0.19899999999999998,0.26899999999999996,0.092,0.27,0.986,1080.8,1897175,702.137306,0.12995299999999999,3818,0.0,1579.020355,0.297209,0.689367,2.030064,Tuning
100,64,64,0,1600,0.04,1.0,0.0,100,100.0,100.0,0.0,100,0.01,0.01,0.01,0.0,0.527716,0.527716,2.833357,2.833357,0.5820350000000001,0.976942,0.09082,4.605169999999999,1.0,1.6593099999999998,0.44981400000000005,4.605169999999999,1.046318,4.401312,0.585857,5.0,6.0,0.078125,0.003125,0.166667,2,4,2.5,1.0,2,5.0,4.0,1.095445,0,1,0.078125,0.27049,0.6275,0.02,0.02,0.02,0.0,0.02,0.02,0.645,12.665,2.60016,0.0,1.0,1.0,0.02062,0.01,0.5,0.5820000000000001,0.861,0.355,0.257,1.0,25.0,10932,13.665,0.008546,16,0.0,0.66125,0.35,0.963659,1.0,Tuning
2,41,41,0,1052,0.038973,1.0,0.0,2,2.0,2.0,0.0,2,0.336502,0.6634979999999999,0.5,0.231221,3.710539,3.710539,37.876992,37.876992,0.166348,0.7030390000000001,1.0,0.638688,0.9214319999999999,0.892581,0.257544,0.638688,0.037344999999999996,17.102447,22.901061,16.0,17.0,0.390244,0.015209,0.058824,2,6,4.0,1.511858,3,9.0,6.235294000000001,2.016476,0,2,0.390244,0.586432,0.707224,0.6634979999999999,0.745247,0.676737,0.023878,0.6634979999999999,0.6805770000000001,0.840304,0.419,3.395,0.0,0.08,0.336,0.685,0.19699999999999998,0.26,0.272,0.597,0.16,0.159,0.9990000000000001,25.659000000000002,66894,126.81326999999999,0.120316,699,2e-06,340.98862599999995,0.194854,0.690475,2.206369,Defaults
2,6,0,6,250,0.024,0.0,1.0,2,3.0,2.857143,0.37796399999999997,20,0.428,0.5720000000000001,0.5,0.101823,0.0,1.7135900000000002,3.0,6.513243,0.235517,0.979367,1.0,0.682743,0.9849899999999999,1.070792,0.974677,1.4959129999999998,0.257621,2.6501810000000003,3.156456,1.0,2.0,0.166667,0.004,0.5,2,2,2.0,0.0,2,2.0,2.0,0.0,0,1,0.166667,0.408248,1.0,0.5920000000000001,0.9840000000000001,0.783333,0.165204,0.64,0.892,0.992,0.055999999999999994,0.276,0.5,0.515,0.515,0.486,0.243,0.5,0.057999999999999996,0.613,0.019,0.024,1.0,17.167,3979,31.831999999999997,0.127839,143,3.3e-05,72.02,0.212391,0.590019,2.443219,Tuning
2,20,20,0,7400,0.002703,1.0,0.0,2,2.0,2.0,0.0,2,0.49513500000000005,0.504865,0.5,0.00688,0.08585,0.08585,3.3039419999999997,3.3039419999999997,0.012855000000000002,0.537062,1.0,0.6931,0.9999319999999999,2.088017,0.46875900000000004,0.6931,0.08329099999999999,8.321465,24.069051,10.0,11.0,0.5,0.001351,0.090909,2,2,2.0,0.0,2,11.0,6.909091,3.176619,0,1,0.5,0.512989,0.98,0.5851350000000001,0.614595,0.601946,0.0072310000000000004,0.601892,0.597838,0.754054,0.05,0.012,1e-06,0.054000000000000006,0.406,0.721,0.23199999999999998,0.2,0.442,0.866,0.24600000000000002,0.28,1.0,370.0,3310396,894.701622,0.120922,3736,0.0,1421.061216,0.224257,0.510606,1.596722,Defaults
4,4,4,0,5406,0.00074,1.0,0.0,4,4.0,4.0,0.0,4,0.060673000000000005,0.407325,0.25,0.172799,1.7712759999999999,1.7712759999999999,11.509324000000001,11.509324000000001,0.188209,0.688241,0.54302,1.184892,0.854719,1.7409689999999998,0.404494,1.184892,0.310324,3.8182400000000003,4.610164,3.0,4.0,0.75,0.0005549999999999999,0.25,2,2,2.0,0.0,2,4.0,3.25,0.957427,0,2,0.75,0.957427,0.891232,0.407325,0.7926380000000001,0.561922,0.165172,0.407325,0.597916,0.9733629999999999,0.878,0.3005,0.004,1.0,1.0,0.49875,0.25,0.5,0.062,0.11599999999999999,0.027000000000000003,0.114,0.9670000000000001,1351.5,1943522,712.434751,0.130602,2205,0.0,885.4123900000001,0.24063099999999998,0.809149,2.155249,Tuning
2,9,8,1,462,0.019481000000000002,0.8888889999999999,0.11111099999999999,2,2.0,2.0,0.0,4,0.34631999999999996,0.65368,0.5,0.217336,1.044785,0.994834,5.015073,4.612205,0.180293,0.485813,1.0,0.645139,0.930739,1.32992,0.5208649999999999,0.71645,0.03136,20.571869,41.40783,8.0,9.0,0.8888889999999999,0.017315999999999998,0.11111099999999999,2,6,3.2,1.7888540000000002,3,6.0,4.444444,1.013794,0,2,0.8888889999999999,0.781736,0.718615,0.65368,0.69697,0.6637810000000001,0.016161000000000002,0.65368,0.65368,0.645022,0.392,0.495,0.359,0.05,0.091,0.726,0.34600000000000003,0.5,0.5,0.8859999999999999,0.355,0.311,0.998,51.333,12586,54.484848,0.11818800000000002,302,1.1e-05,132.794372,0.23573400000000003,0.594436,2.056676,Defaults
10,76,76,0,2000,0.038,1.0,0.0,10,10.0,10.0,0.0,10,0.1,0.1,0.1,0.0,0.447565,0.447565,3.117321,3.117321,0.15390399999999999,0.9708479999999999,0.184534,2.3025849999999997,1.0,2.09383,0.5500430000000001,2.3025849999999997,0.201015,11.454774,9.416269,13.0,14.0,0.171053,0.0065,0.07142899999999999,2,6,3.714286,1.380131,2,8.0,6.071429,1.8171950000000001,0,3,0.171053,0.500351,0.7965,0.1245,0.1985,0.15853299999999998,0.019783000000000002,0.1535,0.182,0.8015,2.412,22.0059,0.000227,0.9790000000000001,0.9790000000000001,0.5999,0.0479,0.2236,0.298,0.8009999999999999,0.198,0.043,1.0,26.316,141664,141.664,0.070867,200,0.0,28.764,0.099675,0.873041,1.003467,Defaults
2,33,33,0,1941,0.017002,1.0,0.0,2,2.0,2.0,0.0,2,0.34672800000000004,0.6532720000000001,0.5,0.216759,2.768141,2.768141,46.516907,46.516907,0.23899600000000001,1.0,1.0,0.6453979999999999,0.931112,1.2199389999999999,0.322378,0.6453979999999999,0.029387,21.962181,40.513195,6.0,7.0,0.181818,0.003091,0.14285699999999998,2,2,2.0,0.0,2,7.0,4.857143,1.9518,0,1,0.181818,0.391675,0.41009799999999996,0.6532720000000001,0.706337,0.656519,0.010202,0.6532720000000001,0.6532720000000001,0.997424,0.46399999999999997,26.962,0.0,0.207,0.878,0.000325,0.0,0.05,0.02,0.265,0.003,0.126,0.682,58.818000000000005,200065,206.14631599999998,0.106261,1268,1e-06,931.8902630000001,0.288079,0.721733,2.603068,Defaults
2,16,3,13,470,0.034043000000000004,0.1875,0.8125,2,7.0,2.571429,1.398586,36,0.14893599999999999,0.8510639999999999,0.5,0.496479,2.476082,3.3582669999999997,18.300993,28.598043,0.11881300000000002,0.350963,1.0,0.42085900000000004,0.607172,0.538157,0.436201,0.75853,0.004668,90.168024,114.298731,0.0,1.0,0.0,0.0,1.0,0,1,0.5,0.7071069999999999,1,1.0,1.0,0.0,0,0,0.0,0.0,0.8234040000000001,0.8510639999999999,0.8510639999999999,0.8510639999999999,0.0,0.8510639999999999,0.8510639999999999,0.770213,0.009000000000000001,0.71,0.0,0.077,0.109,0.298,0.149,0.5,0.33799999999999997,0.6829999999999999,0.23,0.381,0.97,29.375,15179,64.591489,0.137722,400,2.6000000000000002e-05,288.455319,0.28276599999999996,0.710675,2.620652,Tuning
2,20,20,0,7400,0.002703,1.0,0.0,2,2.0,2.0,0.0,2,0.49959499999999996,0.500405,0.5,0.000573,0.037939999999999995,0.037939999999999995,2.9833849999999997,2.9833849999999997,0.012862,0.895009,1.0,0.6931470000000001,1.0,2.359483,0.5297029999999999,0.6931470000000001,0.090767,7.636551,24.994946,9.0,10.0,0.45,0.001216,0.1,2,6,4.5,1.914854,3,5.0,4.5,0.7071069999999999,0,2,0.45,0.759155,0.9789190000000001,0.664189,0.684595,0.673014,0.0062840000000000005,0.674459,0.674459,0.947838,0.435,0.085,0.004,0.01,0.105,0.831,0.023,0.006999999999999999,0.084,0.782,0.052000000000000005,0.017,1.0,370.0,4864583,1314.752162,0.17769300000000002,3703,0.0,1192.125135,0.20064200000000001,0.489029,1.6440029999999999,Tuning
2,30,30,0,569,0.052724,1.0,0.0,2,2.0,2.0,0.0,2,0.372583,0.627417,0.5,0.180194,1.342335,1.342335,8.157269,8.157269,0.31973,0.879957,1.0,0.660316,0.952635,1.34376,0.422825,0.660316,0.19151400000000002,3.4478779999999998,6.016516,3.0,4.0,0.1,0.005272,0.25,2,2,2.0,0.0,2,4.0,3.25,0.957427,0,1,0.1,0.305129,0.9402459999999999,0.627417,0.9226709999999999,0.7757470000000001,0.110846,0.627417,0.627417,0.952548,3.405,17.077,0.0,0.517,0.998,0.539,0.049,0.022000000000000002,0.07200000000000001,0.5579999999999999,0.047,0.018000000000000002,0.998,18.967,24646,86.629174,0.152516,357,7.000000000000001e-06,248.07029900000003,0.196982,0.789984,2.890001,Defaults
2,8,7,1,440,0.018182,0.875,0.125,2,3.0,2.5,0.7071069999999999,5,0.322727,0.6772729999999999,0.5,0.250701,3.4388730000000005,3.157683,26.353040999999997,21.813836,0.230427,0.66699,1.0,0.628908,0.907323,0.56184,0.24138600000000002,0.725984,0.057992999999999996,10.844563,8.688068,4.0,5.0,0.5,0.009091,0.2,2,2,2.0,0.0,2,5.0,3.8,1.3038399999999999,0,2,0.5,0.755929,0.906818,0.6772729999999999,0.913636,0.750568,0.103629,0.6772729999999999,0.6772729999999999,0.868182,1.036,0.39799999999999996,0.000481,0.418,0.62,0.568,0.309,0.49200000000000005,0.2,0.521,0.132,0.083,0.982,55.0,15679,71.268182,0.16234200000000001,298,1.3000000000000001e-05,130.877273,0.353046,0.695152,2.1462950000000003,Tuning
5,13,13,0,200,0.065,1.0,0.0,5,5.0,5.0,0.0,5,0.05,0.28,0.2,0.089513,0.983174,0.983174,4.628512000000001,4.628512000000001,0.205267,0.501362,0.5358069999999999,1.5072809999999999,0.936526,0.996816,0.377717,1.5072809999999999,0.048429,31.123820000000002,19.583238,9.0,10.0,0.692308,0.045,0.1,2,6,3.6,1.6733200000000001,3,6.0,4.6,0.9660920000000001,0,2,0.692308,0.7510680000000001,0.1,0.28,0.35,0.299615,0.023493,0.28,0.335,0.345,0.10099999999999999,0.529,1.5590000000000002,0.307,1.296,0.4002,0.1998,0.5,0.789,1.19,0.6629999999999999,0.509,1.0,15.308,849,8.49,0.042663,56,3.3e-05,39.24,0.081356,0.655172,2.684416,Defaults
3,90,90,0,117,0.769231,1.0,0.0,3,3.0,3.0,0.0,3,0.17948699999999998,0.6153850000000001,0.333333,0.2446,1.490739,1.490739,9.130303999999999,9.130303999999999,0.268852,0.997654,0.520228,0.932018,0.84836,0.39520900000000003,0.16481500000000002,0.932018,0.09373200000000001,9.943472,3.216391,5.0,6.0,0.055555999999999994,0.042735,0.166667,2,4,2.5,1.0,2,5.0,4.0,1.095445,0,2,0.055555999999999994,0.274828,0.91453,0.6153850000000001,0.726496,0.639221,0.033325,0.6153850000000001,0.683761,0.8632479999999999,1.082,6.313,0.0,0.94,1.3619999999999999,0.513333,0.258667,0.5,0.284,0.8690000000000001,0.138,0.113,0.948,1.2890000000000001,1056,18.051282,0.155615,72,0.000149,20.811966,0.290096,0.653706,1.8665880000000001,Tuning
5,90,90,0,164,0.54878,1.0,0.0,5,5.0,5.0,0.0,5,0.128049,0.286585,0.2,0.07207000000000001,1.322368,1.322368,6.606508,6.606508,0.28992399999999996,0.98969,0.355993,1.558298,0.968225,0.408323,0.159193,1.558298,0.10879100000000001,14.323709,2.753263,7.0,8.0,0.077778,0.042683,0.125,2,6,3.5,1.914854,3,5.0,4.125,0.6408699999999999,0,1,0.077778,0.269322,0.707317,0.31097600000000003,0.420732,0.36551500000000003,0.030867000000000002,0.37195100000000003,0.31097600000000003,0.6463409999999999,1.207,2.6758,0.0,0.9570000000000001,1.331,0.3996,0.2002,0.5,0.521,0.9540000000000001,0.36200000000000004,0.185,0.9690000000000001,1.811,1121,13.670732000000001,0.08387,47,4.6e-05,13.268293,0.141526,0.865714,2.4283069999999998,Tuning
